object_number,platform_raw_first,platform_norm,title_primary,alt_titles,title_norm,title_norm_source,title_aliases
35465,Nintendo Super Famicom,SFC,Super Earth Defense Force,SUPER E.D.F.,Super Earth Defense Force,primary_ascii,SUPER E.D.F.
35467,Nintendo Super Famicom,SFC,Kirby no Kirakira Kids,カービィのきらきらきっず,Kirby no Kirakira Kids,primary_ascii,カービィのきらきらきっず
35469,Nintendo Super Famicom,SFC,Koushien 2,甲子園2,Koushien 2,primary_ascii,甲子園2
35470,Nintendo Super Famicom,SFC,Chibi Maruko-chan Harikiri 365 Nichi no Maki,ちびまる子ちゃん「はりきり365日」の巻,Chibi Maruko-chan Harikiri 365 Nichi no Maki,primary_ascii,ちびまる子ちゃん「はりきり365日」の巻
35471,Nintendo Super Famicom,SFC,Acrobat Mission,アクロバットミッション,Acrobat Mission,primary_ascii,アクロバットミッション
35473,Nintendo Super Famicom,SFC,Final Fight Tough,ファイナルファイト タフ|Final Fight 3,Final Fight Tough,primary_ascii,ファイナルファイト タフ|Final Fight 3
35477,Nintendo Super Famicom,SFC,Undercover Cops,ファイナルファイト タフ,Undercover Cops,primary_ascii,ファイナルファイト タフ
35478,Nintendo Super Famicom,SFC,Bishoujo Senshi Sailor Moon,美少女戦士セーラームーン|Sailor Moon,Bishoujo Senshi Sailor Moon,primary_ascii,美少女戦士セーラームーン|Sailor Moon
35479,Nintendo Super Famicom,SFC,Kenyuu Densetsu Yaiba,ヤイバ 剣勇伝説 Yaiba,Kenyuu Densetsu Yaiba,primary_ascii,ヤイバ 剣勇伝説 Yaiba
35480,Nintendo Super Famicom,SFC,Pop'n TwinBee,ポップン ツインビー,Pop'n TwinBee,primary_ascii,ポップン ツインビー
35482,Nintendo Super Famicom,SFC,Battletoads In Battlemaniacs,バトルトード イン バトルマニアック,Battletoads In Battlemaniacs,primary_ascii,バトルトード イン バトルマニアック
35483,Nintendo Super Famicom,SFC,Honoo no Doukyuuji Dodge Danpei,炎の闘球児 ドッジ弾平,Honoo no Doukyuuji Dodge Danpei,primary_ascii,炎の闘球児 ドッジ弾平
35485,Nintendo Super Famicom,SFC,Hokuto no Ken 5 Tenma Ryuuseiden Ai Zetsu Shou,北斗の拳5 天魔流星伝 哀・絶章|Fist Of The North Star 5,Hokuto no Ken 5 Tenma Ryuuseiden Ai Zetsu Shou,primary_ascii,北斗の拳5 天魔流星伝 哀・絶章|Fist Of The North Star 5
35486,Nintendo Super Famicom,SFC,Super Shanghai Dragon's Eye,スーパー上海ドラゴンズアイ,Super Shanghai Dragon's Eye,primary_ascii,スーパー上海ドラゴンズアイ
35488,Nintendo Super Famicom,SFC,Spindizzy Worlds,スピンディジーワールド,Spindizzy Worlds,primary_ascii,スピンディジーワールド
35489,Nintendo Super Famicom,SFC,Naruhodo! The World,なるほど！ザ・ワールド,Naruhodo! The World,primary_ascii,なるほど！ザ・ワールド
35490,Nintendo Super Famicom,SFC,WWF Super WrestleMania,WWFスーパーレッスルマニア,WWF Super WrestleMania,primary_ascii,WWFスーパーレッスルマニア
35491,Nintendo Super Famicom,SFC,Battle Grand Prix,バトルグランプリ,Battle Grand Prix,primary_ascii,バトルグランプリ
35492,Nintendo Super Famicom,SFC,Song Master,ソングマスター,Song Master,primary_ascii,ソングマスター
35495,Nintendo Super Famicom,SFC,Rokudenashi Blues Taiketsu! Tokyo Shitennou,ろくでなし ブルース 対決！東京四天王,Rokudenashi Blues Taiketsu! Tokyo Shitennou,primary_ascii,ろくでなし ブルース 対決！東京四天王
35496,Nintendo Super Famicom,SFC,Street Fighter Zero 2,ストリートファイターZero 2|Street Fighter Alpha 2,Street Fighter Zero 2,primary_ascii,ストリートファイターZero 2|Street Fighter Alpha 2
35497,Nintendo Super Famicom,SFC,The Blues Brothers,ブルースブラザーズ,The Blues Brothers,primary_ascii,ブルースブラザーズ
35499,Nintendo Super Famicom,SFC,Sword Maniac,ソード・マニアック|X-Kaliber 2097,Sword Maniac,primary_ascii,ソード・マニアック|X-Kaliber 2097
35500,Nintendo Super Famicom,SFC,Shougi Sanmai,将棋三昧,Shougi Sanmai,primary_ascii,将棋三昧
35501,Nintendo Super Famicom,SFC,Bio Metal,バイオメタル|Biometal,Bio Metal,primary_ascii,バイオメタル|Biometal
35502,Nintendo Super Famicom,SFC,Gegege no Kitarou Fukkatsu! Tenma Daiou,ゲゲゲの鬼太郎 復活！天魔大王,Gegege no Kitarou Fukkatsu! Tenma Daiou,primary_ascii,ゲゲゲの鬼太郎 復活！天魔大王
35503,Nintendo Super Famicom,SFC,Wild Guns,ワイルドガンズ,Wild Guns,primary_ascii,ワイルドガンズ
35504,Nintendo Super Famicom,SFC,Magical Pop'n,マジカルポップン,Magical Pop'n,primary_ascii,マジカルポップン
35505,Nintendo Super Famicom,SFC,Mighty Morphin Power Rangers,マイティーモーフィン パワーレンジャー,Mighty Morphin Power Rangers,primary_ascii,マイティーモーフィン パワーレンジャー
35506,Nintendo Super Famicom,SFC,Rockman X,ロックマンエックス|Mega Man X,Rockman X,primary_ascii,ロックマンエックス|Mega Man X
35507,Nintendo Super Famicom,SFC,Darius Twin,ダライアスツイン,Darius Twin,primary_ascii,ダライアスツイン
35508,Nintendo Super Famicom,SFC,Kidou Soukou Dion,機動装甲ダイオン|Imperium,Kidou Soukou Dion,primary_ascii,機動装甲ダイオン|Imperium
35509,Nintendo Super Famicom,SFC,Rockman X2,ロックマンエックス2|Mega Man X2,Rockman X2,primary_ascii,ロックマンエックス2|Mega Man X2
35510,Nintendo Super Famicom,SFC,The Amazing Spider-Man Lethal Foes,スパイダーマン リーサルフォーズ,The Amazing Spider-Man Lethal Foes,primary_ascii,スパイダーマン リーサルフォーズ
35513,Nintendo Super Famicom,SFC,Super Back To The Future 2,スーパー・バック・トゥ・ザ・フューチャーII,Super Back To The Future 2,primary_ascii,スーパー・バック・トゥ・ザ・フューチャーII
35514,Nintendo Super Famicom,SFC,Batman Forever,バットマン フォーエヴァー,Batman Forever,primary_ascii,バットマン フォーエヴァー
35515,Nintendo Super Famicom,SFC,Circuit USA,サーキットUSA|Kyle Petty's No Fear Racing,Circuit USA,primary_ascii,サーキットUSA|Kyle Petty's No Fear Racing
35516,Nintendo Super Famicom,SFC,46 Okunen Monogatari Harukanaru Eden he,46億年物語 -はるかなるエデンへ-|E.V.O. Search for Eden,46 Okunen Monogatari Harukanaru Eden he,primary_ascii,46億年物語 -はるかなるエデンへ-|E.V.O. Search for Eden
35517,Nintendo Super Famicom,SFC,Jikkyou World Soccer 2 Fighting Eleven,実況ワールドサッカー2 ファイティング イレブン|International Superstar Soccer Deluxe,Jikkyou World Soccer 2 Fighting Eleven,primary_ascii,実況ワールドサッカー2 ファイティング イレブン|International Superstar Soccer Deluxe
35519,Nintendo Super Famicom,SFC,Gourmet Sentai Bara Yarou,美食戦隊 薔薇野郎|ぐるめせんたい ばらやろう|Gourmet Warriors,Gourmet Sentai Bara Yarou,primary_ascii,美食戦隊 薔薇野郎|ぐるめせんたい ばらやろう|Gourmet Warriors
35522,Nintendo Super Famicom,SFC,Teenage Mutant Ninja Turtles Mutant Warriors,T.M.N.T. ミュータントウォーリアーズ|ティーンエージ ミュータント ニンジャ タートルズ トーナメント ファイターズ|Teenage Mutant Ninja Turtles Tournament Fighters|Teenage Mutant Hero Turtles Tournament Fighters,Teenage Mutant Ninja Turtles Mutant Warriors,primary_ascii,T.M.N.T. ミュータントウォーリアーズ|ティーンエージ ミュータント ニンジャ タートルズ トーナメント ファイターズ|Teenage Mutant Ninja Turtles Tournament Fighters|Teenage Mutant Hero Turtles Tournament Fighters
35523,Nintendo Super Famicom,SFC,Otoboke Ninja Colosseum,おとぼけ忍者コロシアム,Otoboke Ninja Colosseum,primary_ascii,おとぼけ忍者コロシアム
35524,Nintendo Super Famicom,SFC,Ardy Lightfoot,アルディライトフット,Ardy Lightfoot,primary_ascii,アルディライトフット
35525,Nintendo Super Famicom,SFC,Demon's Blazon Makaimura Monshou Hen,デモンズ・ブレイゾン 魔界村 紋章編|Demon's Crest,Demon's Blazon Makaimura Monshou Hen,primary_ascii,デモンズ・ブレイゾン 魔界村 紋章編|Demon's Crest
35526,Nintendo Super Famicom,SFC,Deae Tonosama Appare Ichiban,であえ殿さま あっぱれ一番,Deae Tonosama Appare Ichiban,primary_ascii,であえ殿さま あっぱれ一番
35527,Nintendo Super Famicom,SFC,Yoshi no Road Hunting,ヨッシーのロードハンティング|Yoshi's Safari,Yoshi no Road Hunting,primary_ascii,ヨッシーのロードハンティング|Yoshi's Safari
35528,Nintendo Super Famicom,SFC,G.O.D Mezameyo to Yobu Koe ga Kikoe,G・O・D 目覚めよと呼ぶ声が聴こえ|ジー・オー・ディー,G.O.D Mezameyo to Yobu Koe ga Kikoe,primary_ascii,G・O・D 目覚めよと呼ぶ声が聴こえ|ジー・オー・ディー
35529,Nintendo Super Famicom,SFC,Prince of Persia,プリンス オブ ペルシャ,Prince of Persia,primary_ascii,プリンス オブ ペルシャ
35530,Nintendo Super Famicom,SFC,The Simpsons Bart no Fushigi na Yume no Daibouken,ザ・シンプソンズ バートの不思議な夢の大冒険|The Simpsons Bart's Nightmare,The Simpsons Bart no Fushigi na Yume no Daibouken,primary_ascii,ザ・シンプソンズ バートの不思議な夢の大冒険|The Simpsons Bart's Nightmare
35531,Nintendo Super Famicom,SFC,Knights of the Round,ナイツ オブ ザ ラウンド,Knights of the Round,primary_ascii,ナイツ オブ ザ ラウンド
35532,Nintendo Super Famicom,SFC,Ginga Sengoku Gunyuuden Rai,銀河戦国群雄伝ライ,Ginga Sengoku Gunyuuden Rai,primary_ascii,銀河戦国群雄伝ライ
35533,Nintendo Super Famicom,SFC,Home Alone,ホーム・アローン,Home Alone,primary_ascii,ホーム・アローン
35542,Nintendo Super Famicom,SFC,Rockman & Forte,ロックマン＆フォルテ,Rockman & Forte,primary_ascii,ロックマン＆フォルテ
35543,Nintendo Super Famicom,SFC,Contra Spirits,魂斗羅スピリッツ|コントラスピリッツ|Contra III The Alien Wars|Contra 3|Super Probotector Alien Rebels,Contra Spirits,primary_ascii,魂斗羅スピリッツ|コントラスピリッツ|Contra III The Alien Wars|Contra 3|Super Probotector Alien Rebels
35544,Nintendo Super Famicom,SFC,Chouaniki Bakuretsu Rantou Hen,超兄貴 ~爆烈乱闘篇~,Chouaniki Bakuretsu Rantou Hen,primary_ascii,超兄貴 ~爆烈乱闘篇~
35546,Nintendo Super Famicom,SFC,Sonic Blast Man II,ソニックブラストマンII|Sonic Blast Man 2,Sonic Blast Man II,primary_ascii,ソニックブラストマンII|Sonic Blast Man 2
35547,Nintendo Super Famicom,SFC,Gradius III,グラディウスIII|Gradius 3,Gradius III,primary_ascii,グラディウスIII|Gradius 3
35548,Nintendo Super Famicom,SFC,Mr. Do!,ミスタードゥ,Mr. Do!,primary_ascii,ミスタードゥ
35550,Nintendo Super Famicom,SFC,Popeye Ijiwaru Majo Sea Hag no Maki,ポパイ いじわる魔女シーハッグの巻,Popeye Ijiwaru Majo Sea Hag no Maki,primary_ascii,ポパイ いじわる魔女シーハッグの巻
35551,Nintendo Super Famicom,SFC,Hiryu no Ken S Hyper Version,ハイパーバージョン 飛龍の拳S,Hiryu no Ken S Hyper Version,primary_ascii,ハイパーバージョン 飛龍の拳S
35552,Nintendo Super Famicom,SFC,R-Type 3 The Third Lightning,アールタイプ3 ザ・サードライトニング,R-Type 3 The Third Lightning,primary_ascii,アールタイプ3 ザ・サードライトニング
35553,Nintendo Super Famicom,SFC,Disney's Beauty and The Beast,美女と野獣,Disney's Beauty and The Beast,primary_ascii,美女と野獣
35554,Nintendo Super Famicom,SFC,Majuuou,魔獣王,Majuuou,primary_ascii,魔獣王
35556,Nintendo Super Famicom,SFC,Judge Dredd,ジャッジ・ドレッド,Judge Dredd,primary_ascii,ジャッジ・ドレッド
35557,Nintendo Super Famicom,SFC,Tiny Toon Adventures Buster Busts Loose,タイニートゥーン アドベンチャーズ,Tiny Toon Adventures Buster Busts Loose,primary_ascii,タイニートゥーン アドベンチャーズ
35558,Nintendo Super Famicom,SFC,Zig Zag Cat Dachou Club mo Oosawagi da,ジグザグキャット ダチョウ倶楽部も大騒ぎダ,Zig Zag Cat Dachou Club mo Oosawagi da,primary_ascii,ジグザグキャット ダチョウ倶楽部も大騒ぎダ
35560,Nintendo Super Famicom,SFC,Yoshi no Cookie,ヨッシーのクッキー|Yoshi's Cookie,Yoshi no Cookie,primary_ascii,ヨッシーのクッキー|Yoshi's Cookie
35561,Nintendo Super Famicom,SFC,Marvel Super Heroes War of the Gems,マーヴル・スーパーヒーローズ ウォー オブ ザ ジェム,Marvel Super Heroes War of the Gems,primary_ascii,マーヴル・スーパーヒーローズ ウォー オブ ザ ジェム
35562,Nintendo Super Famicom,SFC,Arcus Spirits,アークス・スピリッツ,Arcus Spirits,primary_ascii,アークス・スピリッツ
35563,Nintendo Super Famicom,SFC,Flying Hero Bugyuru no Daibouken,フライングヒーロー ぶぎゅる〜の大冒険,Flying Hero Bugyuru no Daibouken,primary_ascii,フライングヒーロー ぶぎゅる〜の大冒険
35564,Nintendo Super Famicom,SFC,Kuusou Kagaku Sekai Gulliver Boy,空想科学世界 ガリバーボーイ,Kuusou Kagaku Sekai Gulliver Boy,primary_ascii,空想科学世界 ガリバーボーイ
35566,Nintendo Super Famicom,SFC,Yogi Bear,ヨギーベア|Adventures of Yogi Bear|Yogi Bear's Cartoon Capers,Yogi Bear,primary_ascii,ヨギーベア|Adventures of Yogi Bear|Yogi Bear's Cartoon Capers
35567,Nintendo Super Famicom,SFC,Super Star Wars,スーパー・スター・ウォーズ,Super Star Wars,primary_ascii,スーパー・スター・ウォーズ
35568,Nintendo Super Famicom,SFC,Darius Force,ダライアスフォース|Super Nova,Darius Force,primary_ascii,ダライアスフォース|Super Nova
35569,Nintendo Super Famicom,SFC,Thunder Spirits,サンダースピリッツ|Thunder Force III,Thunder Spirits,primary_ascii,サンダースピリッツ|Thunder Force III
35570,Nintendo Super Famicom,SFC,Ys V Expert,"イースVエキスパート|イースV 失われた砂の都ケフィン|Ys 5 Lost Kefin, Kingdom of Sand",Ys V Expert,primary_ascii,"イースVエキスパート|イースV 失われた砂の都ケフィン|Ys 5 Lost Kefin, Kingdom of Sand"
35571,Nintendo Super Famicom,SFC,The Firemen,ザ・ファイヤーメン,The Firemen,primary_ascii,ザ・ファイヤーメン
35572,Nintendo Super Famicom,SFC,Kiki Kaikai Nazo no Kuro Manto,奇々怪界 謎の黒マント|Pocky & Rocky,Kiki Kaikai Nazo no Kuro Manto,primary_ascii,奇々怪界 謎の黒マント|Pocky & Rocky
35573,Nintendo Super Famicom,SFC,Rockman's Soccer,ロックマンズサッカー|Mega Man's Soccer,Rockman's Soccer,primary_ascii,ロックマンズサッカー|Mega Man's Soccer
35575,Nintendo Super Famicom,SFC,Hamelin no Violin Hiki,ハーメルンのバイオリン弾き,Hamelin no Violin Hiki,primary_ascii,ハーメルンのバイオリン弾き
35576,Nintendo Super Famicom,SFC,Holy Umbrella Dondera no Mubo!!,ホーリーアンブレラ ドンデラの無謀！！,Holy Umbrella Dondera no Mubo!!,primary_ascii,ホーリーアンブレラ ドンデラの無謀！！
35577,Nintendo Super Famicom,SFC,Super R-Type,スーパー・アールタイプ,Super R-Type,primary_ascii,スーパー・アールタイプ
35578,Nintendo Super Famicom,SFC,Parodius da! Shinwa Kara Owarai he,パロディウスだ！ −神話からお笑いへ−|Parodius,Parodius da! Shinwa Kara Owarai he,primary_ascii,パロディウスだ！ −神話からお笑いへ−|Parodius
35579,Nintendo Super Famicom,SFC,Jikkyou Oshaberi Parodius Forever With Me,実況おしゃべりパロディウス Forever With Me,Jikkyou Oshaberi Parodius Forever With Me,primary_ascii,実況おしゃべりパロディウス Forever With Me
35580,Nintendo Super Famicom,SFC,Gokujou Parodius Kako no Eikou o Motomete,極上パロディウス 過去の栄光を求めて,Gokujou Parodius Kako no Eikou o Motomete,primary_ascii,極上パロディウス 過去の栄光を求めて
35581,Nintendo Super Famicom,SFC,Battle Blaze,バトルブレイズ,Battle Blaze,primary_ascii,バトルブレイズ
35582,Nintendo Super Famicom,SFC,Super Cup Soccer,スーパーカップサッカー|Super Goal!,Super Cup Soccer,primary_ascii,スーパーカップサッカー|Super Goal!
35583,Nintendo Super Famicom,SFC,Super Famista,スーパーファミスタ|Super Batter Up,Super Famista,primary_ascii,スーパーファミスタ|Super Batter Up
35584,Nintendo Super Famicom,SFC,Barbarossa,バルバロッサ,Barbarossa,primary_ascii,バルバロッサ
35585,Nintendo Super Famicom,SFC,Justice League Task Force,ジャスティスリーグ Task Force,Justice League Task Force,primary_ascii,ジャスティスリーグ Task Force
35586,Nintendo Super Famicom,SFC,Iron Commando Kotetsu no Senshi,アイアンコマンドー 鋼鉄の戦士,Iron Commando Kotetsu no Senshi,primary_ascii,アイアンコマンドー 鋼鉄の戦士
35587,Nintendo Super Famicom,SFC,Super Star Wars The Empire Strikes Back,スーパー・スター・ウォーズ 帝国の逆襲,Super Star Wars The Empire Strikes Back,primary_ascii,スーパー・スター・ウォーズ 帝国の逆襲
35588,Nintendo Super Famicom,SFC,Super SWIV,スーパーSWIV|Firepower 2000,Super SWIV,primary_ascii,スーパーSWIV|Firepower 2000
35593,Nintendo Super Famicom,SFC,Jikkyou World Soccer Perfect Eleven,実況ワールドサッカー パーフェクトイレブン|International Superstar Soccer,Jikkyou World Soccer Perfect Eleven,primary_ascii,実況ワールドサッカー パーフェクトイレブン|International Superstar Soccer
35601,Nintendo Super Famicom,SFC,Tatakae Genshijin 3 Shuyaku ha Yappari Joe & Mac,戦え原始人3 主役はやっぱりジョー アンド マック|Joe & Mac 2 Lost in the Tropics,Tatakae Genshijin 3 Shuyaku ha Yappari Joe & Mac,primary_ascii,戦え原始人3 主役はやっぱりジョー アンド マック|Joe & Mac 2 Lost in the Tropics
35602,Nintendo Super Famicom,SFC,BlaZeon,ブレイゾン|BlaZeon The Bio-Cyborg Challenge,BlaZeon,primary_ascii,ブレイゾン|BlaZeon The Bio-Cyborg Challenge
35604,Nintendo Super Famicom,SFC,Chou Makaimura,超魔界村|Super Ghouls 'n Ghosts,Chou Makaimura,primary_ascii,超魔界村|Super Ghouls 'n Ghosts
35605,Nintendo Super Famicom,SFC,Mask,マスク|The Mask,Mask,primary_ascii,マスク|The Mask
35606,Nintendo Super Famicom,SFC,Super High Impact,スーパーハイインパクト,Super High Impact,primary_ascii,スーパーハイインパクト
35614,Nintendo Super Famicom,SFC,SD The Great Battle Aratanaru Chousen,SD ザ・グレイトバトル 新たなる挑戦,SD The Great Battle Aratanaru Chousen,primary_ascii,SD ザ・グレイトバトル 新たなる挑戦
35616,Nintendo Super Famicom,SFC,Dragon Slayer Eiyuu Densetsu,ドラゴンスレイヤー英雄伝説,Dragon Slayer Eiyuu Densetsu,primary_ascii,ドラゴンスレイヤー英雄伝説
35617,Nintendo Super Famicom,SFC,Exhaust Heat,エキゾースト・ヒート|F1 ROC Race of Champions.,Exhaust Heat,primary_ascii,エキゾースト・ヒート|F1 ROC Race of Champions.
35622,Nintendo Super Famicom,SFC,Super Momotarou Dentetsu II,スーパー桃太郎電鉄II|Super Momotarou Dentetsu 2,Super Momotarou Dentetsu II,primary_ascii,スーパー桃太郎電鉄II|Super Momotarou Dentetsu 2
35625,Nintendo Super Famicom,SFC,Power Athlete,パワーアスリート|Power Moves,Power Athlete,primary_ascii,パワーアスリート|Power Moves
35627,Nintendo Super Famicom,SFC,Elnard,エルナード|The 7th Saga,Elnard,primary_ascii,エルナード|The 7th Saga
35628,Nintendo Super Famicom,SFC,Feda The Emblem Of Justice,フェーダ エンブレム・オブ・ジャスティス,Feda The Emblem Of Justice,primary_ascii,フェーダ エンブレム・オブ・ジャスティス
35629,Nintendo Super Famicom,SFC,America Oudan Ultra Quiz,アメリカ横断ウルトラクイズ,America Oudan Ultra Quiz,primary_ascii,アメリカ横断ウルトラクイズ
35631,Nintendo Super Famicom,SFC,Super Sangokushi II,スーパー三国志II|Super Sangokushi 2,Super Sangokushi II,primary_ascii,スーパー三国志II|Super Sangokushi 2
35632,Nintendo Super Famicom,SFC,Cosmo Gang The Video,コズモギャング ザ ビデオ,Cosmo Gang The Video,primary_ascii,コズモギャング ザ ビデオ
35634,Nintendo Super Famicom,SFC,Pikiinya!,ピキーニャ！,Pikiinya!,primary_ascii,ピキーニャ！
35637,Nintendo Super Famicom,SFC,Super Daikoukai Jidai,スーパー大航海時代,Super Daikoukai Jidai,primary_ascii,スーパー大航海時代
35645,Nintendo Super Famicom,SFC,Nobunaga Kou Ki,信長公記,Nobunaga Kou Ki,primary_ascii,信長公記
35647,Nintendo Super Famicom,SFC,Super Mario Kart,スーパーマリオカート,Super Mario Kart,primary_ascii,スーパーマリオカート
35648,Nintendo Super Famicom,SFC,Lemmings,レミングス,Lemmings,primary_ascii,レミングス
35649,Nintendo Super Famicom,SFC,Pipe Dream,パイプドリーム|Pipe Mania,Pipe Dream,primary_ascii,パイプドリーム|Pipe Mania
36825,Nintendo Super Nintendo Entertainment System,SNES,"Yapon Super Nintendo Entertainment System SNES Rental Unit, Cased",Super Nintendo Entertainment System SNES,"Yapon Super Nintendo Entertainment System SNES Rental Unit, Cased",primary_ascii,Super Nintendo Entertainment System SNES
36839,Nintendo Super Famicom,SFC,Volleyball Twin,ツイン バレーボールTwin|Dig & Spike Volleyball,Volleyball Twin,primary_ascii,ツイン バレーボールTwin|Dig & Spike Volleyball
36840,Nintendo Super Famicom,SFC,TwinBee Rainbow Bell Adventure,ツインビー レインボーベルアドベンチャー|Pop'n TwinBee Rainbow Bell Adventures,TwinBee Rainbow Bell Adventure,primary_ascii,ツインビー レインボーベルアドベンチャー|Pop'n TwinBee Rainbow Bell Adventures
36841,Nintendo Super Famicom,SFC,Rushing Beat,ラッシング・ビート|Rival Turf!,Rushing Beat,primary_ascii,ラッシング・ビート|Rival Turf!
36842,Nintendo Super Famicom,SFC,Area 88,エリア88|U.N. Squadron.,Area 88,primary_ascii,エリア88|U.N. Squadron.
36843,Nintendo Super Famicom,SFC,ActRaiser,アクトレイザー,ActRaiser,primary_ascii,アクトレイザー
36844,Nintendo Super Famicom,SFC,Ninja Ryukenden Tomoe,忍者龍剣伝 巴|Ninja Gaiden Trilogy,Ninja Ryukenden Tomoe,primary_ascii,忍者龍剣伝 巴|Ninja Gaiden Trilogy
36845,Nintendo Super Famicom,SFC,Uchuu no Kishi Tekkaman Blade,宇宙の騎士 テッカマンブレード,Uchuu no Kishi Tekkaman Blade,primary_ascii,宇宙の騎士 テッカマンブレード
36863,Nintendo Super Famicom,SFC,New 3D Golf Simulation Waialae no Kiseki,New 3D Golf Simulation ワイアラエの奇蹟|True Golf Classics Waialae Country Club,New 3D Golf Simulation Waialae no Kiseki,primary_ascii,New 3D Golf Simulation ワイアラエの奇蹟|True Golf Classics Waialae Country Club
36871,Nintendo Super Famicom,SFC,Flashback,フラッシュバック|Flashback The Quest for Identity,Flashback,primary_ascii,フラッシュバック|Flashback The Quest for Identity
36900,Nintendo Super Famicom,SFC,Aliens vs. Predator,エイリアンVS.プレデター|Alien vs Predator,Aliens vs. Predator,primary_ascii,エイリアンVS.プレデター|Alien vs Predator
36912,Nintendo Super Famicom,SFC,Gon,ゴン,Gon,primary_ascii,ゴン
36917,Nintendo Super Famicom,SFC,Joe & Mac Tatakae Genshijin,ジョー＆マック 戦え原始人|Joe & Mac Caveman Ninja,Joe & Mac Tatakae Genshijin,primary_ascii,ジョー＆マック 戦え原始人|Joe & Mac Caveman Ninja
36928,Nintendo Super Famicom,SFC,Teenage Mutant Ninja Turtles Turtles In Time,ティーンエージ ミュータント ニンジャ タートルズ／タートルズ イン タイム|Teenage Mutant Ninja Turtles IV Turtles in Time|Teenage Mutant Hero Turtles IV Turtles in Time,Teenage Mutant Ninja Turtles Turtles In Time,primary_ascii,ティーンエージ ミュータント ニンジャ タートルズ／タートルズ イン タイム|Teenage Mutant Ninja Turtles IV Turtles in Time|Teenage Mutant Hero Turtles IV Turtles in Time
36931,Nintendo Super Famicom,SFC,Sonic Blast Man,ソニックブラストマン|Sonic Blastman,Sonic Blast Man,primary_ascii,ソニックブラストマン|Sonic Blastman
36937,Nintendo Super Famicom,SFC,Nosferatu,ノスフェラトゥ,Nosferatu,primary_ascii,ノスフェラトゥ
36939,Nintendo Super Famicom,SFC,Super Turrican,スーパータリカン,Super Turrican,primary_ascii,スーパータリカン
36941,Nintendo Super Famicom,SFC,Hagane,鋼|Hagane The Final Conflict,Hagane,primary_ascii,鋼|Hagane The Final Conflict
36942,Nintendo Super Famicom,SFC,HaganeChoujikuu Yousai Macross Scrambled Valkyrie,超時空要塞マクロス スクランブルバルキリー,HaganeChoujikuu Yousai Macross Scrambled Valkyrie,primary_ascii,超時空要塞マクロス スクランブルバルキリー
36944,Nintendo Super Famicom,SFC,Magic Sword,マジックソード,Magic Sword,primary_ascii,マジックソード
36945,Nintendo Super Famicom,SFC,Super Genjin 2,スーパー超原人2|Super Bonk 2,Super Genjin 2,primary_ascii,スーパー超原人2|Super Bonk 2
36946,Nintendo Super Famicom,SFC,Rockman 7 Shukumei no Taiketsu!,ロックマン7 宿命の対決！|Mega Man 7,Rockman 7 Shukumei no Taiketsu!,primary_ascii,ロックマン7 宿命の対決！|Mega Man 7
36947,Nintendo Super Famicom,SFC,The Ninja Warriors Again,ザ・ニンジャウォーリアーズ アゲイン|The Ninja Warriors,The Ninja Warriors Again,primary_ascii,ザ・ニンジャウォーリアーズ アゲイン|The Ninja Warriors
36948,Nintendo Super Famicom,SFC,Super Aleste,スーパーアレスタ|Space Megaforce,Super Aleste,primary_ascii,スーパーアレスタ|Space Megaforce
36949,Nintendo Super Famicom,SFC,Hook,フック,Hook,primary_ascii,フック
36952,Nintendo Super Famicom,SFC,Kiki Kaikai Tsukiyo Soushi,奇々怪界 月夜草子|Pocky & Rocky 2,Kiki Kaikai Tsukiyo Soushi,primary_ascii,奇々怪界 月夜草子|Pocky & Rocky 2
36954,Nintendo Super Famicom,SFC,Rushing Beat Ran Fukusei Toshi,ラッシング・ビート乱 複製都市|Brawl Brothers|ラッシング・ビートRun 複製都市,Rushing Beat Ran Fukusei Toshi,primary_ascii,ラッシング・ビート乱 複製都市|Brawl Brothers|ラッシング・ビートRun 複製都市
36955,Nintendo Super Famicom,SFC,Magical Taruruuto-kun Magic Adventure,まじかる☆タルるートくん Magic Adventure,Magical Taruruuto-kun Magic Adventure,primary_ascii,まじかる☆タルるートくん Magic Adventure
36956,Nintendo Super Famicom,SFC,Smash T.V.,スマッシュT.V.,Smash T.V.,primary_ascii,スマッシュT.V.
36959,Nintendo Super Famicom,SFC,Captain Commando,キャプテンコマンドー,Captain Commando,primary_ascii,キャプテンコマンドー
36961,Nintendo Super Famicom,SFC,Final Fight,ファイナルファイト,Final Fight,primary_ascii,ファイナルファイト
36962,Nintendo Super Famicom,SFC,Super Mario Collection,スーパーマリオコレクション|Super Mario All-Stars,Super Mario Collection,primary_ascii,スーパーマリオコレクション|Super Mario All-Stars
36963,Nintendo Super Famicom,SFC,Super Metroid,スーパーメトロイド,Super Metroid,primary_ascii,スーパーメトロイド
36966,Nintendo Super Famicom,SFC,Akumajou Dracula,悪魔城ドラキュラ|Super Castlevania IV,Akumajou Dracula,primary_ascii,悪魔城ドラキュラ|Super Castlevania IV
36968,Nintendo Super Famicom,SFC,Phalanx The Enforce Fighter A-144,ファランクス The Enforce Fighter A-144,Phalanx The Enforce Fighter A-144,primary_ascii,ファランクス The Enforce Fighter A-144
36971,Nintendo Super Famicom,SFC,Batman Returns,バットマン リターンズ,Batman Returns,primary_ascii,バットマン リターンズ
