object_number,title,title.type,object_name,platform_raw_first,platform_norm,object_name.type,object_category,broadcast_standard,title.language,place_of_publication,title_primary,alt_titles,accessory_type
21144,Pachi Slot Shoubushi;パチスロ勝負師;Pachi Slot Gambler;パチスロギャンブラー,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;,Japan,Pachi Slot Shoubushi,パチスロ勝負師|Pachi Slot Gambler|パチスロギャンブラー,
21145,Mahou Poi Poi Poitto!;魔法ぽいぽい ぽいっと！,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Mahou Poi Poi Poitto!,魔法ぽいぽい ぽいっと！,
21146,Daikoukai Jidai II;大航海時代II;Uncharted Waters New Horizons,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Daikoukai Jidai II,大航海時代II|Uncharted Waters New Horizons,
21147,Mouryou Senki Madara 2;魍魎戦記 Madara 2;魍魎戦記マダラ2,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Mouryou Senki Madara 2,魍魎戦記 Madara 2|魍魎戦記マダラ2,
21148,King of the Monsters 2;キング・オブ・ザ・モンスターズ 2;King of the Monsters 2: The Next Thing,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,King of the Monsters 2,キング・オブ・ザ・モンスターズ 2|King of the Monsters 2: The Next Thing,
21149,Super Black Bass;スーパーブラックバス,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Super Black Bass,スーパーブラックバス,
21150,Jikkyou Powerful Pro Yakyuu '94;実況パワフルプロ野球'94,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Jikkyou Powerful Pro Yakyuu '94,実況パワフルプロ野球'94,
21151,Sangokushi Seishi Tenbu Spirits;三国志正史 天舞スピリッツ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Sangokushi Seishi Tenbu Spirits,三国志正史 天舞スピリッツ,
21152,Heisei Gunjin Shougi;平成軍人将棋,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Heisei Gunjin Shougi,平成軍人将棋,
21153,Naxat Super Pinball Jaki Hakai;ナグザット スーパーピンボール 邪鬼破壊;Jaki Crush,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Naxat Super Pinball Jaki Hakai,ナグザット スーパーピンボール 邪鬼破壊|Jaki Crush,
21154,Super Gomoku Shougi Jouseki Kenkyuu Hen;スーパー五目・将棋 — 定跡研究篇 —,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Super Gomoku Shougi Jouseki Kenkyuu Hen,スーパー五目・将棋 — 定跡研究篇 —,
21156,The Blue Crystal Rod;ザ ブルークリスタルロッド,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,The Blue Crystal Rod,ザ ブルークリスタルロッド,
21161,Hiouden Mamono-tachi Tono Chikai;緋王伝 魔物達との誓い,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Hiouden Mamono-tachi Tono Chikai,緋王伝 魔物達との誓い,
21162,Ys IV Mask of the Sun;イースIV マスク オブ ザ サン,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Ys IV Mask of the Sun,イースIV マスク オブ ザ サン,
21164,Kessen! Dokapon Okukoku IV Densetsu no Yuusha Tachi;決戦！ドカポン王国IV 〜伝説の勇者たち〜,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Kessen! Dokapon Okukoku IV Densetsu no Yuusha Tachi,決戦！ドカポン王国IV 〜伝説の勇者たち〜,
21166,Bass Masters Classic;バスマスターズ クラシック,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Bass Masters Classic,バスマスターズ クラシック,
21167,Yokoyama Mitsuteru Sangokushi 2;横山光輝 三国志2,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Yokoyama Mitsuteru Sangokushi 2,横山光輝 三国志2,
21168,Full Power;フル・パワー;Full Throttle All-American Racing,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Full Power,フル・パワー|Full Throttle All-American Racing,
21171,Cosmo Police Galivan II Arrow of Justice;コスモポリスギャリバンII Arrow of Justice,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Cosmo Police Galivan II Arrow of Justice,コスモポリスギャリバンII Arrow of Justice,
21173,Idea no Hi;イデアの日;Day of the Idea,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Idea no Hi,イデアの日|Day of the Idea,
21186,Super F1 Circus 3;スーパーエフワン サーカス3,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Super F1 Circus 3,スーパーエフワン サーカス3,
21192,Mortal Kombat Shinken Kourin Densetsu;モータルコンバット 神拳降臨伝説;Mortal Kombat,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Mortal Kombat Shinken Kourin Densetsu,モータルコンバット 神拳降臨伝説|Mortal Kombat,
21196,Mahjong Hanjouki;麻雀繁盛記,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Mahjong Hanjouki,麻雀繁盛記,
21200,Dragon Slayer Eiyuu Densetsu II;ドラゴンスレイヤー 英雄伝説II;Dragon Slayer Eiyuu Densetsu 2;Dragon Slayer The Legend of Heroes II,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;,Japan,Dragon Slayer Eiyuu Densetsu II,ドラゴンスレイヤー 英雄伝説II|Dragon Slayer Eiyuu Densetsu 2|Dragon Slayer The Legend of Heroes II,
21208,Drift King Keiichi Tsuchiya & Masaaki Bando Shutokou Battle '94;ドリフトキング 土屋圭市＆坂東正明 首都高バトル'94,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Drift King Keiichi Tsuchiya & Masaaki Bando Shutokou Battle '94,ドリフトキング 土屋圭市＆坂東正明 首都高バトル'94,
21225,Super Mahjong 2 Honkaku 4 Nin Uchi!;スーパー麻雀2 本格4人打ち！,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Super Mahjong 2 Honkaku 4 Nin Uchi!,スーパー麻雀2 本格4人打ち！,
21228,Hayazashi Nidan Morita Shougi 2;早指し 二段 森田将棋2,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Hayazashi Nidan Morita Shougi 2,早指し 二段 森田将棋2,
21229,NBA Jam;NBAジャム,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,NBA Jam,NBAジャム,
21230,Ghost Sweeper GS Mikami Joreishi wa Nice Body;ゴーストスイーパー GS美神 〜除霊師はナイスバディ〜,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Ghost Sweeper GS Mikami Joreishi wa Nice Body,ゴーストスイーパー GS美神 〜除霊師はナイスバディ〜,soundtrack
21232,X Zone;エックス・ゾーン;X-Zone,Game Title Alternative;Game Title;,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,X Zone,エックス・ゾーン|X-Zone,
21235,Yamaneko Bubsy no Daibouken;やまねこバブジーの大冒険;やまねこBubsyの大冒険;Bubsy in Claws Encounters of the Furred Kind,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;,Japan,Yamaneko Bubsy no Daibouken,やまねこバブジーの大冒険|やまねこBubsyの大冒険|Bubsy in Claws Encounters of the Furred Kind,
21239,Waratte Iitomo! Tamorin Pick;笑っていいとも！タモリンピック,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Waratte Iitomo! Tamorin Pick,笑っていいとも！タモリンピック,
21242,X-Men Mutant Apocalypse;エックスメン ミュータントアポカリプス,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,X-Men Mutant Apocalypse,エックスメン ミュータントアポカリプス,
21251,Serizawa Nobuo no Birdie Try;芹沢信雄のバーディトライ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Serizawa Nobuo no Birdie Try,芹沢信雄のバーディトライ,
21253,Frank Thomas Big Hurt Baseball;フランク・トーマス ビッグ・ハート ベースボール,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Frank Thomas Big Hurt Baseball,フランク・トーマス ビッグ・ハート ベースボール,
21290,Ryuu Kihei Dan Danzarubu;龍騎兵団ダンダンザルブ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Ryuu Kihei Dan Danzarubu,龍騎兵団ダンダンザルブ,
21294,Super Ultra Baseball 2;スーパーウルトラベースボール2,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Super Ultra Baseball 2,スーパーウルトラベースボール2,
21295,Pinocchio;ピノキオ;Disney's Pinocchio,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Pinocchio,ピノキオ|Disney's Pinocchio,
21301,Super Kyousouba Kaze no Sylphid;スーパー競走馬 風のシルフィード,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Super Kyousouba Kaze no Sylphid,スーパー競走馬 風のシルフィード,
21302,Tecmo Super Bowl III Final Edition;テクモスーパーボウルIII ファイナルエディション,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Tecmo Super Bowl III Final Edition,テクモスーパーボウルIII ファイナルエディション,
21304,Kouryaku Casino Bar;攻略カジノバー,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Kouryaku Casino Bar,攻略カジノバー,
21311,Kyoraku Sanyo Toyomaru Okumura Daiichi Maruhon Parlor! Parlor! IV Pachinko 6-sha CR Jikki Simulation Game;京楽 三洋 豊丸 奥村 大一 マルホン Parlor!パーラー!IV CR パチンコ6社・CR実機シミュレーションゲーム,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Kyoraku Sanyo Toyomaru Okumura Daiichi Maruhon Parlor! Parlor! IV Pachinko 6-sha CR Jikki Simulation Game,京楽 三洋 豊丸 奥村 大一 マルホン Parlor!パーラー!IV CR パチンコ6社・CR実機シミュレーションゲーム,
21319,NBA Jikkyou Basket Winning Dunk;ＮＢＡ実況バスケットウイニングダンク;NBA Give 'n Go,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,NBA Jikkyou Basket Winning Dunk,ＮＢＡ実況バスケットウイニングダンク|NBA Give 'n Go,
21327,Shin Kidou Senki Gundam W Wing Endless Duel;新機動戦記ガンダムW ウイング Endless Duel,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Shin Kidou Senki Gundam W Wing Endless Duel,新機動戦記ガンダムW ウイング Endless Duel,
21345,Nobunaga no Yabou Tenshouki;信長の野望 天翔記,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Nobunaga no Yabou Tenshouki,信長の野望 天翔記,
21351,Bakutou Dodgers Bumps Shima wa Oosawagi;爆投ドッチャーズ バンプス島は大さわぎ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Bakutou Dodgers Bumps Shima wa Oosawagi,爆投ドッチャーズ バンプス島は大さわぎ,
21359,Jikkyou Powerful Pro Yakyuu '96 Kaimaku Ban;実況パワフルプロ野球'96開幕版,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Jikkyou Powerful Pro Yakyuu '96 Kaimaku Ban,実況パワフルプロ野球'96開幕版,
21360,Super Rugby;スーパーラグビー,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Super Rugby,スーパーラグビー,
21372,Matsukata Hiroki no Super Trawling;松方弘樹のスーパートローリング,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Matsukata Hiroki no Super Trawling,松方弘樹のスーパートローリング,
21375,Mahjong Hishouden Naki no Ryuu;麻雀飛翔伝 哭きの竜,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Mahjong Hishouden Naki no Ryuu,麻雀飛翔伝 哭きの竜,
21418,Kyoraku Sanyo Toyomaru Okumura Daiichi Maruhon Parlor! Parlor! 3 Pachinko 5-sha Jikki Simulation Game;京楽 三洋 豊丸 奥村 太陽 Parlor ! パーラー！3 パチンコ5社・実機シミュレーションゲーム,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Kyoraku Sanyo Toyomaru Okumura Daiichi Maruhon Parlor! Parlor! 3 Pachinko 5-sha Jikki Simulation Game,京楽 三洋 豊丸 奥村 太陽 Parlor ! パーラー！3 パチンコ5社・実機シミュレーションゲーム,
21421,Marvelous Mouhitotsu no Takarajima;マーヴェラス 〜もうひとつの宝島〜,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Marvelous Mouhitotsu no Takarajima,マーヴェラス 〜もうひとつの宝島〜,
21429,Dai Bakushou Jinsei Gekijou Zukkoke Salary Man Hen;大爆笑 人生劇場 ずっこけサラリーマン編,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Dai Bakushou Jinsei Gekijou Zukkoke Salary Man Hen,大爆笑 人生劇場 ずっこけサラリーマン編,
21430,Ball Bullet Gun Survival Game Simulation;ボール・ブレット・ガン サバイバルゲーム,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Ball Bullet Gun Survival Game Simulation,ボール・ブレット・ガン サバイバルゲーム,
21433,Sengoku no Hasha Tenka Nuno bu he no Michi;戦国の覇者 〜天下布武への道〜,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Sengoku no Hasha Tenka Nuno bu he no Michi,戦国の覇者 〜天下布武への道〜,
21435,J. League Excite Stage '96;Jリーグエキサイトステージ'96,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,J. League Excite Stage '96,Jリーグエキサイトステージ'96,
21440,Nichibutsu Collection 2;ニチブツコレクション2,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Nichibutsu Collection 2,ニチブツコレクション2,
21443,Kero Kero Keroppi no Bouken Nikki Nemureru Mori no Keroriinu;けろけろけろっぴの冒険日記 眠れる森のけろりーぬ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Kero Kero Keroppi no Bouken Nikki Nemureru Mori no Keroriinu,けろけろけろっぴの冒険日記 眠れる森のけろりーぬ,
21445,Daikaijuu Monogatari II;大貝獣物語II;Daikaijuu Monogatari 2,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Daikaijuu Monogatari II,大貝獣物語II|Daikaijuu Monogatari 2,
21465,Traverse Starlight & Prairie;トラバース スターライト&プレーリー,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Traverse Starlight & Prairie,トラバース スターライト&プレーリー,
21468,Gekitou Burning Pro Wrestling;激闘 バーニング・プロレス,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Gekitou Burning Pro Wrestling,激闘 バーニング・プロレス,
21471,Parlor! Mini Pachinko Jikki Simulation Game;パーラー！ミニ パチンコ実機シミュレーションゲーム,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Parlor! Mini Pachinko Jikki Simulation Game,パーラー！ミニ パチンコ実機シミュレーションゲーム,
